,control_1mMPi_R1,control_1mMPi_R2,control_1mMPi_R3,T01mMPhi_R1,T01mMPhi_R2,T01mMPhi_R3,T05mMPhi_R1,T05mMPhi_R2,T05mMPhi_R3
Tatro_010801-T1,217.83,223.5,203.83,1362.67,115.5,126,220.5,206,92.5
Tatro_010802-T1,958.25,1326.08,1628.17,10272.08,1017.08,933,1475.17,1739.83,803.33
Tatro_010803-T1,19581.08,15764.17,26671.33,169216.6,15871.75,17704.92,17192.17,13993.58,7583
Tatro_010804-T1,7,5,11,56,2,8,24,22.5,7
Tatro_010805-T1,391.92,322.33,404.83,4496.4,432.53,479.5,887.25,790,392.58
Tatro_010805-T2,391.92,322.33,404.83,4496.4,432.53,479.5,887.25,790,392.58
Tatro_010806-T1,240.33,296.83,344,1521.25,189,197.17,361,332.33,158.5
Tatro_010807-T1,1877.25,1615.58,2261.25,16387.5,1481.33,1518.83,4253.42,3765.08,1956.42
Tatro_010808-T1,897.5,693,964.58,8631.87,691.83,718,1409.83,1346.67,646.33
Tatro_010809-T1,806.33,559.75,805,7244.2,568,628.5,1669.5,1463.58,677
Tatro_010810-T1,1131,903.5,1344.92,9488.5,855.03,860.83,2527.83,2260.83,1158.33
Tatro_010811-T1,2,7.5,7.5,12.5,2.5,2.5,3,5,2.5
Tatro_010812-T1,458,408.83,518.83,3138.95,331.5,333,574.5,551.17,271.83
Tatro_010813-T1,3991.67,3404.08,4615.92,17012,1739.42,1920.67,3437.33,3146.33,1615
Tatro_010814-T1,185.42,357.67,409.83,1887.17,319,362,768.83,662,370.17
Tatro_010815-T1,12876.58,12886.25,13713.33,132337.9,10514.67,11731.42,28872.24,29374.75,13379.33
Tatro_010816-T1,1381.33,1372.08,1651,15538.25,1272.83,1304.25,4046.83,4277.33,1680
Tatro_010817-T1,4305.08,3919.08,5216,59504.08,4122.33,4439.67,12916.7,13113.29,5504
Tatro_010818-T1,1458.5,1175.5,1447.17,14034.37,1001.83,1073.5,2822.17,2764.25,1185
Tatro_010819-T1,342.33,344,366.67,2374.67,277,350.5,838.5,820,402.5
Tatro_010820-T1,0,0,0,0,0,0,0,0,0
Tatro_010821-T1,4,17,9,44,6,8,21.5,13,11
Tatro_010822-T1,108.5,110.5,101.5,820.33,97,120,227,199.83,92
Tatro_010823-T1,612.5,460.5,691.42,3376.25,314.25,365.5,820.5,644.5,355.5
Tatro_010824-T1,941.83,796,817.25,12814.67,1139.17,1254.83,3654.92,3416.75,1553.5
Tatro_010825-T1,1142.33,953.42,1091.17,11585.25,1005,981,2029.83,1762,804
Tatro_010826-T1,3322.67,2521.67,2695.33,23586.82,2053.53,2118.33,4353.33,3803.7,1851.5
Tatro_010827-T1,1609.25,1912.25,2512.33,10124.17,1538.17,1548.08,1489.17,1392,810.5
Tatro_010828-T1,919.5,1140.17,1655,4808.42,793,891.33,1265.83,1102.5,603.5
Tatro_010829-T1,197,166,101.5,3824.83,378.17,434.83,1511.08,1473.5,755.83
Tatro_010830-T1,171,191.92,184.7,1990.42,215.17,198.25,725.17,613.25,307.42
Tatro_010831-T1,100,101.42,127.7,714.25,94.17,91.75,339.17,279,160.92
Tatro_010832-T1,0,0,0,0,0,2,0,0,0
Tatro_010833-T1,229,270.83,258.83,3607,326,356,695.5,681,335
Tatro_010834-T1,3316.33,3201.67,2701.25,42976.97,3893.5,4340.83,9871.5,8482.75,4077.83
Tatro_010835-T1,94,97.5,116,560.5,52,43,111.5,101,48
Tatro_010836-T1,51,31.5,28,1123.17,89.5,90.5,1689.33,1633.58,757.5
Tatro_010837-T1,0,0,0,0,0,0,1.5,5,1
Tatro_012428-T1,51.5,84.5,85.83,631.08,87.5,92.5,79.5,96,53.5
Tatro_010838-T1,206,202,303,1718.25,136.5,173.5,314,253,138.5
Tatro_010839-T1,614.33,613.17,820,6890.42,536.67,579.33,519.83,476,219.33
Tatro_010840-T1,444,373.5,334.67,2926.33,283.5,281,536,454.5,222.5
Tatro_010841-T1,24.5,58.5,43,551,72,64,155.33,143.5,64
Tatro_010842-T1,3121.92,5040,7239.08,24177.75,4837.58,4560.17,5171.17,4575,2307.5
Tatro_010843-T1,3265.75,2341.5,3018.92,20518.03,1825.25,1927.42,3972,3365.25,1822.33
Tatro_010844-T1,201,161.5,180.5,2391.67,189,198,258,270,128
Tatro_010845-T1,301,295.33,284,2685.83,264.5,272.5,421.33,384.5,164.5
Tatro_010846-T1,70,46.5,72,681.5,40.5,47.5,98.5,88.5,32.5
Tatro_010847-T1,146,121.5,109,1068.7,102.5,110,218,254.5,112.5
Tatro_010848-T1,0,0,0,1,1,1,1,0.5,0
Tatro_010849-T1,0,0,0,0,0,0,0,0,1
Tatro_010850-T1,6.5,7.5,9,89,4,7,6.5,10.5,3.5
Tatro_010851-T1,66.5,55.5,25,936.33,91,116,65,76.5,17.5
Tatro_010852-T1,1811.83,1691.33,1693.83,17632.33,1396.17,1514,3129.83,2971.58,1339
Tatro_010853-T1,453.75,513,604,4419,609,593,1164.5,1019.58,584.5
Tatro_010854-T1,1100.75,811.5,1771.08,7933.67,911.33,977.5,2857.67,2410,1287.5
Tatro_010856-T1,261.5,254.5,257,1593.37,207,209,449,404,228.5
Tatro_010857-T1,2439.17,1931.17,2303,10814.17,946.33,1062.33,1449.17,1190.83,634
Tatro_010858-T1,711,675,736.83,2006.08,179,169.5,1224,1106.5,506.5
Tatro_010859-T1,29.5,15.5,31.5,279.67,24,15,25,34,17
Tatro_010860-T1,75.5,37.5,85,683.17,64.5,53,94,107.5,41.5
Tatro_010861-T1,913.5,697.5,946.5,10530.42,760.75,865,1708.17,1623,757
Tatro_010862-T1,7,6.5,7,150,16,12.5,79.75,81,31.5
Tatro_010863-T1,178,200,291.5,1839.17,191,227,945.08,881,441
Tatro_010864-T1,844,777.83,1068.5,5959.67,540.17,630.5,1685.5,1672.25,894.5
Tatro_010865-T1,144.33,149.5,140,1075,106.83,108.5,262.5,227.5,111
Tatro_010866-T1,262,308,273,2136.5,211,258.5,462,438.5,209.5
Tatro_010867-T1,184.83,195.5,239,2208.17,218.5,225.5,468.5,396,185.5
Tatro_010868-T1,701,629.5,727,6312.67,680.5,735,1489.17,1395.83,614.5
Tatro_010869-T1,604.33,532,528.67,3502.58,399,442,842,752.5,407.83
Tatro_010870-T1,57,59.5,54.5,414.33,44,45.5,116,110.5,59
Tatro_010871-T1,115,96,102.83,1151.5,108,117,222,175,87
Tatro_010872-T1,1613.5,1688.25,1960,15950.58,1813.5,2105.5,2320.42,1965.5,997.83
Tatro_010873-T1,636.5,653,599,7228.08,666.83,688.33,1134.25,1064.17,504.83
Tatro_010874-T1,658.5,606.92,463.83,3556.08,384.5,444.08,583.5,508.83,260
Tatro_010875-T1,567.25,512.33,432.5,4191.33,262.25,303.5,307,325,151.5
Tatro_010876-T1,735,823,979.5,2215.33,430.45,523.5,393,225.25,178.5
Tatro_010877-T1,834.75,602.83,780,14530.25,1331.5,1506.83,1895.5,1601.75,710
Tatro_010878-T1,573.5,365.5,615,6301.45,564,613.5,1410.53,1269.83,646.5
Tatro_010879-T1,79.5,52.5,93,758.83,47,50.5,131,115.5,61
Tatro_010880-T1,1,4,3,16.5,5,2,8,7,3
Tatro_010881-T1,1881.42,1627.33,1594.08,21289.58,1769.08,1967.5,3857.29,3506.67,1612.5
Tatro_010882-T1,464.33,436.5,424,3388.25,320.25,369.5,689.25,555.83,279.5
Tatro_010883-T1,192,161.5,210,1835.83,181.75,200.83,358.5,355,141
Tatro_010884-T1,37,53,58.5,370.5,53.75,68.5,119.5,105.5,64.5
Tatro_010885-T1,2,3.5,1.5,40.17,5.33,2.5,5.5,3.5,2.5
Tatro_010885-T2,2,3.5,1.5,40.17,5.33,2.5,5.5,3.5,2.5
Tatro_010886-T1,773,882.33,571.5,23295.37,2912.17,3311.92,4443.5,3958,1898
Tatro_010887-T1,15,11,5,195.5,27.5,34.5,35,35,26
Tatro_010888-T1,387,424.33,366.5,1791.5,342.33,383,376.33,330,210.5
Tatro_010889-T1,3,5,2,23,3,1,9,7,2
Tatro_010890-T1,1,1,0,5.5,0.5,0,1.5,3,1.5
Tatro_010891-T1,0,0,0.5,2,3,0,0.5,0.5,1
Tatro_010892-T1,1,0,3.5,16,1,4,6,3.5,4.5
Tatro_010893-T1,18,17,21.5,151.83,20.5,24,31.83,35.5,21
Tatro_010894-T1,39,52,53.5,536.33,64,59.5,105.83,88.5,44
Tatro_010895-T1,9.5,1.5,2.5,64.25,4.5,11.5,18,20,9.5
Tatro_010896-T1,7346.83,5630.33,7214.42,82388.23,8011.83,8991.33,15715.92,14968,7724.42
Tatro_010897-T1,531.5,558.83,669.75,4203.67,580.33,614.5,1082.83,974,537
Tatro_010898-T1,1479.33,1374.5,1307,12094.67,1003,1113.5,2359,2195.5,1085.5
Tatro_010899-T1,290,282.83,273,2313.33,186.5,220.5,392.5,327,142
Tatro_010900-T1,53,88.83,88.33,698.17,84,81,136,136,57.5
Tatro_010901-T1,294.5,322,357.5,2773.58,273,315.33,446,391.83,161.5
Tatro_010902-T1,272.5,442,218.5,1855.25,215.5,259,198,184,115.5
Tatro_010903-T1,0,0,0,0,0,0,0,0,0
Tatro_010904-T1,164.5,156.5,154,781,121,124.5,276.5,205.83,103.5
Tatro_010905-T1,130,108,118.5,1348.08,119,156.33,377,366.5,185.5
Tatro_010906-T1,734.33,744.33,868,6595.33,791.5,810.33,1416.83,1201,567
Tatro_010907-T1,126.5,178.33,153,1250.08,150.5,147,259,265,122
Tatro_010908-T1,114.5,119.5,121.5,1217,152.5,132,237,228.5,122.5
Tatro_010909-T1,1620.33,1471.67,1422.67,12360.21,1295.5,1292.33,2405,2065.67,1024.5
Tatro_010912-T1,198,220,93,1695.83,180,196,381,339,163.5
Tatro_010913-T1,472,332,380,3232.08,290.5,251.83,579.83,509.5,271.5
Tatro_010914-T1,16984.58,14074.75,16309.25,110910.2,12218.75,12557.58,19869.58,17105.08,9132.67
Tatro_010915-T1,1043.95,957.45,929.82,10516.24,914.28,882.5,1233.84,1136.08,562.67
Tatro_010916-T1,2919.32,2854.45,2087.9,28535.51,2371.03,2326.33,3322.84,3265.41,1429.5
Tatro_010917-T1,11,5.5,6.5,78.5,6.5,6,3,3,2
Tatro_010918-T1,2,0.5,7,14.5,3,1,1,1.5,0
Tatro_010919-T1,36924.25,31422.42,38768.62,166797.8,17404.08,18099.67,26571.92,22559.37,12010.92
Tatro_010920-T1,384,354,320.33,3127,272.5,298.33,693,719.5,283
Tatro_010921-T1,63.33,80,81.5,672.33,94,104.5,187.17,167,80
Tatro_010922-T1,61.5,77,37,3353,466,542.25,522.5,493,239.83
Tatro_010923-T1,373.33,375.33,325.5,4911,471,492,919.75,908.67,440.5
Tatro_010924-T1,1988.75,1778.42,2072.33,11615.08,1197.83,1348,2242.67,2153.5,1141
Tatro_010925-T1,1,1,2,14,0,2,2,5,0
Tatro_010926-T1,3,4,10,39,4,4,9,9,2
Tatro_010927-T1,1028,659,869,5466.42,506.5,535.67,858.5,744,451.33
Tatro_010928-T1,133.5,133.5,146.5,865.7,115,102,191.5,188.5,107.5
Tatro_010929-T1,876.5,948.5,857.5,10769.33,864,955.83,831.83,808,420
Tatro_010930-T1,999.25,1121,1388.67,8202.67,904.83,955,1031.33,989.5,523.5
Tatro_010931-T1,224.33,237,220,1337.08,149.5,147,238.5,258.5,118
Tatro_010932-T1,11,17.5,18,130,16.5,18.33,31.33,28,17
Tatro_010933-T1,527.5,385.33,498.83,5508.67,457.33,514.67,944.83,873,410.5
Tatro_010934-T1,284,315,376,2353.33,221.5,260.5,246,274,154
Tatro_010935-T1,1128.08,959.33,902,9446.83,878.5,928,1650.83,1430,773.83
Tatro_010936-T1,813.33,899,850.75,7574.17,752,735.83,1439,1359.83,696.75
Tatro_010937-T1,592.33,624.75,567.5,4879.75,461.5,497.5,1302.33,1271,563.5
Tatro_010938-T1,157.67,204.33,268,1030,139.7,150.5,266,241,146
Tatro_010939-T1,2.83,3,5,24,2.5,2,7,8.5,3
Tatro_010940-T1,136.5,120,144.33,1641.5,218.5,216,313,282,138
Tatro_010941-T1,5.5,10,7.5,56.5,6.5,4,6,6.5,4
Tatro_010942-T1,13,11,11,37,6,6,9,10,3
Tatro_010943-T1,659,708.83,864.5,5388.7,569.08,585.5,991.5,885.5,463.5
Tatro_010944-T1,836.33,678,832.83,8133.92,646.5,751.5,1480.5,1367.33,707
Tatro_010945-T1,317.33,239.5,347.5,1587.33,205,229.5,404,391.83,210.5
Tatro_010946-T1,437.5,308.5,478.5,3457.58,229.5,259,574,499.83,245
Tatro_010947-T1,1729.33,1553.67,1800.17,17774.33,1465.75,1653.5,3493.33,3102.17,1462.83
Tatro_010948-T1,606.33,536.5,653.75,5318.83,601,578.5,1169.17,1069,547.17
Tatro_010949-T1,0,2,0,0,0,2,2,0,1
Tatro_010950-T1,10108.08,8224.83,9198.45,88053.83,7590.95,7761.58,18031.08,16005.53,7481.78
Tatro_010951-T1,1057.5,892.08,1179.25,11598.74,802.67,860.58,1999.42,1981.87,803.17
Tatro_010952-T1,263,294,313,2317,282.33,318.5,445.83,400.83,228
Tatro_010953-T1,10,23.5,32.5,142.83,13,23,20.5,34,11
Tatro_010954-T1,115,125.5,135,914,120.5,113,188,181.5,96.5
Tatro_010955-T1,3314.83,4271.17,5409.62,20040.87,3848.5,3580.33,8642.5,8045.75,4268.5
Tatro_010956-T1,648.33,593.33,603,6118.67,441,558.75,1061,1071.83,526
Tatro_010957-T1,581.83,577.33,598,3585.83,528,533.5,840,716,367.5
Tatro_010958-T1,246.83,213.5,301.5,2529.33,247,262,383.5,377.33,168
Tatro_010959-T1,2371.5,2193,2434.33,17921.2,1795,1724,3517.33,2987.33,1477.5
Tatro_010960-T1,692,579.83,852.5,4892.5,427.5,472.83,1540.58,1353.33,767.5
Tatro_010961-T1,791,775.33,701.5,4966.17,497.83,549,1030,877.75,482
Tatro_010962-T1,1228.33,1359,1723.08,9415.18,1099.58,1238,2472.25,2229.58,1201
Tatro_010963-T1,645.42,733.5,639,5129.42,497.33,537,827.5,727.67,366
Tatro_010964-T1,8,5,11.33,111,9.5,13,42,35.5,25
Tatro_010965-T1,8675.67,8056.25,9855.58,111309.9,10431,11135.45,27807.17,23855.2,12344.25
Tatro_010966-T1,448,389,354.5,4843,445,469,723.33,746.33,350
Tatro_010967-T1,963,899.5,1194,10483.5,845.25,916.75,1417.17,1418.33,669.5
Tatro_010968-T1,523.5,451.83,564.83,5318.1,430.67,480.62,987.25,851.17,410
Tatro_010968-T2,523.5,451.83,564.83,5318.1,430.67,480.62,987.25,851.17,410
Tatro_010969-T1,840.33,668,928.83,5515.17,597.5,625.5,1166.5,997,501.83
Tatro_010970-T1,1384.92,1163.5,1398.33,14780.5,1144.25,1256.5,2500.58,2036.75,954.75
Tatro_010971-T1,11993.33,14684.33,18111.75,54898.01,9664.08,9633.58,14136.92,11862.78,7035.42
Tatro_010972-T1,691.5,880.17,977.5,8285.5,978.5,1169.83,2184.5,2121,1090.25
Tatro_010973-T1,126,183.5,137.5,2170.67,241,227.5,320,314,149
Tatro_010974-T1,53.5,23.5,59.5,291,29,22.5,59.5,39,27
Tatro_010975-T1,838.5,663.75,784,8684.58,641.5,681.5,1628,1401.58,575.33
Tatro_010976-T1,871.03,768.5,1017.33,8000.83,754.67,873,1396,1242.17,605.83
Tatro_010977-T1,1407.17,1013.5,1504.67,8256.17,797.33,802.83,2432.5,2249.17,1140.67
Tatro_010978-T1,118,134.67,145,931.62,110.83,97.25,224.17,206.17,113.17
Tatro_010978-T2,118,134.67,145,931.62,110.83,97.25,224.17,206.17,113.17
Tatro_010979-T1,0.5,0,0,1,0.5,1,3.5,0,0.5
Tatro_010980-T1,1475,1184.83,1555.17,12344.2,1248.33,1352.17,2965.08,2611.83,1237.5
Tatro_010981-T1,41.67,39.33,72.67,302,39,46.83,78.5,87.67,40
Tatro_010982-T1,3,3,2,22,3,1,4,6,2
Tatro_010983-T1,511.25,761.5,860.5,4636.17,530.5,571.5,866.83,797.5,392
Tatro_010984-T1,79.5,90.83,83,576.25,70,75,202.5,167.5,85.5
Tatro_010985-T1,657.5,465.83,523.75,6460.17,475,492.5,1135.92,1022,501
Tatro_010986-T1,2488.5,2177.58,2605.5,15697.37,1704.83,1916.08,7160,6153.5,3435.83
Tatro_010987-T1,800.25,734.83,721.42,5483.5,620,591,2739,2550,1317
Tatro_010988-T1,6,10.5,1,7.5,2,0,5,1,1
Tatro_010989-T1,1677.25,1521.33,1254.37,14125.12,1208.67,1326.08,1988,1845.67,803.5
Tatro_010990-T1,957,882.33,827.83,10693.42,821.17,884.83,1302.33,1298.67,537.5
Tatro_010991-T1,474.5,440.83,532.5,4891.67,391,481,831,834,385.25
Tatro_010992-T1,1343.33,957.83,740.33,13494.58,863,976.75,2040.5,1824.5,738.5
Tatro_010993-T1,2270.25,2092.37,2054.08,13840.08,1556.25,1699.67,2940.92,2683.92,1448.75
Tatro_010994-T1,246.5,206.5,211,2169.5,193,201,418.5,385.5,208
Tatro_010995-T1,252,217,243.83,2491.17,243,248.5,552,550.5,288.5
Tatro_010996-T1,141.5,136,180,1314.75,134,118,322.5,306.5,128.83
Tatro_010997-T1,474,372.5,589.67,2963.5,279.5,326,752.25,690,355.5
Tatro_010998-T1,506,476,487.83,4679.58,357.25,419,741,639.5,302
Tatro_010999-T1,0,0,0,2,1,0,0,1,0
Tatro_011000-T1,0,0,1,3,0,0,0,1,0
Tatro_011001-T1,10867.58,12883.87,16204.42,49388.82,7818.95,9100.67,11867.5,10755.42,6428.17
Tatro_011002-T1,699.58,598,793.17,7181,596.08,662.33,1184.33,1105.58,546.5
Tatro_011003-T1,5327.2,6028.5,8389.33,39506.68,5705.29,6027.17,12273.25,11019.17,5517.25
Tatro_011004-T1,4922,6003.96,7856.08,26249.54,5240,5274.5,10046.25,8204.83,5131.25
Tatro_011005-T1,219.5,256.5,240.17,1453.08,192.5,177,384.5,336,184.5
Tatro_011006-T1,2354.25,1956.08,2295.08,26452.92,1869.67,1855.83,3917.83,3408.83,1521.5
Tatro_011007-T1,137,110.83,160.33,2432.33,202.5,232,352,342,169.5
Tatro_011008-T1,534.83,443.08,564.75,4193.83,452,522.5,1130.33,989,528
Tatro_011009-T1,598.83,620,548.67,3128.58,432,456.5,632.5,512.5,301
Tatro_011010-T1,442.25,348,505.5,5198.17,397.5,434.83,885.5,830.5,415
Tatro_011011-T1,306.5,348.33,417.37,2246.42,286.17,271.33,760.58,582.5,338
Tatro_011012-T1,3613.33,2936.67,3165.53,29434.98,2467.62,2394.33,6979.25,5981.75,3098.5
Tatro_011013-T1,999,880.5,1031.33,8613.29,954.58,1012,1897.5,1653.5,821.33
Tatro_011014-T1,695,499.33,1244.67,7562.17,584.83,754,550,535.83,265.5
Tatro_011015-T1,456,444.5,452.83,5122.75,409.5,464.83,894,735.5,361.83
Tatro_011016-T1,0,0,0,1,1,0,0,0,0
Tatro_011017-T1,706.5,724,719.5,5178.83,650.5,636,1174,1083.5,620.5
Tatro_011018-T1,327.5,320,352.5,2611.25,264,279.5,694,635,279.5
Tatro_011019-T1,79788.04,76927.2,104484.6,1171813,90687.46,92545.9,276973.2,257697.1,149749.2
Tatro_011020-T1,980.75,887.5,913,5198.17,587.5,650,842,747,415.5
Tatro_011021-T1,41.5,47.5,47.83,297.17,34.5,49.5,39.5,52.5,19
Tatro_011022-T1,0,1.5,1.5,6.5,1,3,1.5,1.5,0
Tatro_011023-T1,3,5,0,4,2,0,1,4,0
Tatro_011024-T1,520,434.83,416.5,3118.12,243.5,328.5,497.5,483.5,242.5
Tatro_011025-T1,313.5,262,326,2799.75,225.5,289.83,386,383,184.5
Tatro_011026-T1,2,1,5,22.5,1,4,3,4,2
Tatro_011027-T1,2,0,1,7,0,2,4,10,2
Tatro_011028-T1,0,0,0,0,0,0,0,0,0
Tatro_011029-T1,0,1,1,9,1,0,1,1,2
Tatro_011030-T1,5727.25,4427.78,5827.95,34824.73,3250.25,3490.28,14725.2,12746.45,6348.67
Tatro_011031-T1,15919.83,14113.17,18205.62,117884,10965.42,12211.08,23555.42,21115.98,12494.17
Tatro_011032-T1,641,573.5,779.7,3569.25,470.5,505,992.25,864.83,428.5
Tatro_011033-T1,356.5,333.5,363.83,3493.83,325.5,357,608,564,316.5
Tatro_011034-T1,165.5,127,162,1824.08,164,187.5,325,300.5,160
Tatro_011035-T1,575.5,623.83,694,4465.83,517.5,584,1026.33,969.5,532
Tatro_011036-T1,626.5,716.5,707.33,7688.5,719,776.5,1515,1456.5,670.83
Tatro_011037-T1,6081.33,4810.83,5227,34911.67,2962.92,3262,6591,5813.83,2813
Tatro_011038-T1,206.83,180.33,198.33,2282.42,166.5,188.83,376.33,355.83,203
Tatro_011039-T1,793.17,605,809.5,7183.95,633,672,1251.5,987,436.5
Tatro_011040-T1,1,1,3,13.5,0,0,3,2,0
Tatro_011041-T1,606.5,880.08,1082.83,4164.33,700.17,772.5,1386.33,1309.5,684.5
Tatro_011042-T1,261,262.5,356.33,3098.87,246.5,303.33,474,526,270.5
Tatro_011043-T1,274,257,251.5,2720.08,288,312,524.5,481,256
Tatro_011044-T1,16.5,11,12,218,25,18,34.5,16,13
Tatro_011045-T1,1169.5,1276.17,1382,8533.67,1064.42,1136,1910.5,1765.67,836.5
Tatro_011047-T1,269.5,235,247,3272.92,278.5,239,654.83,610,278.5
Tatro_011049-T1,297.83,324.75,427.5,3306.54,317.83,359.33,834.5,807.33,354
Tatro_011050-T1,564.33,491.5,655.25,5811.25,570.5,587,1279,1133.5,543.5
Tatro_011051-T1,704.5,587.5,668,4860.7,440,437,824.5,742.17,336.5
Tatro_011052-T1,4,4.5,5,88,10,12,17,22,10
Tatro_011053-T1,637.5,654,882.5,5467,534,592,832.92,843.83,510.25
Tatro_011054-T1,239,302,379.33,2144.67,245.5,258,418,445.5,238
Tatro_011055-T1,285.5,295.83,398.5,3884.92,488.5,550.5,2087.25,1859.83,992
Tatro_011056-T1,977.67,1211.17,1145.83,11095.08,1133.7,1331.25,2103,1934.5,1019.5
Tatro_011057-T1,89,93.5,71,3367.33,314,322,423,428.5,189
Tatro_011058-T1,773.17,691.5,699.33,6135.78,653.5,603,1249.33,1074.5,524
Tatro_011059-T1,782,701.75,983.25,5472.5,602.42,612.5,1039.5,954,536.5
Tatro_011060-T1,599.5,570.5,685.5,7107.5,872.75,971.08,1355.5,1204.5,726.5
Tatro_011061-T1,786.5,782.33,877.33,6985.75,729.83,737,1359.83,1229,562.83
Tatro_011062-T1,1100,921.83,1081.2,6090.42,655.5,718,1340,1109,535.5
Tatro_011063-T1,3,3,3.83,18.17,2.83,3,4,2.5,0.5
Tatro_011063-T2,3,3,3.83,18.17,2.83,3,4,2.5,0.5
Tatro_011064-T1,323,341.83,316.33,3770.67,402.75,415.5,870.33,759.83,362.5
Tatro_011065-T1,1394.67,1106.5,1287.33,13582.17,1053.17,1148.5,2178.33,2051.83,954.5
Tatro_011066-T1,421,260,345.5,2777.25,179,233.5,435.5,405.5,168
Tatro_011067-T1,478,367.25,447.83,3239.42,352.5,396,777.5,622,344.5
Tatro_011068-T1,630.33,651.83,572,4838.83,534,613.5,1052.83,964.33,542.5
Tatro_011069-T1,0,1,2,47,6.5,5.5,8,15.5,7
Tatro_011070-T1,563,605.5,595.5,8577.92,1060.83,1070,1844.33,1724.75,828.5
Tatro_011071-T1,1685,1734.83,1599,17585.42,1760.17,1844,2949.17,2751.17,1219.17
Tatro_011072-T1,3814.83,3787.33,5418.83,83571.57,6801.17,8230.75,12951.5,12819.83,6369.83
Tatro_011073-T1,1446.2,1245.5,1417.08,12922.75,1205.5,1389.5,2890.33,2776.67,1377.58
Tatro_011074-T1,3,7,4,118.5,14.5,10,28.5,19,13
Tatro_011075-T1,300.5,293,263,3469.17,316.83,363,470,422.5,231
Tatro_011076-T1,6610.92,6828.17,7937.92,41712.83,4319.75,4551.17,7801.33,6939,3498.5
Tatro_011077-T1,75,58,79.5,667.5,39,54,102.5,115.33,38
Tatro_011078-T1,2551.58,2468.08,3351.83,24863.62,2558.25,2842.17,6819.75,6393.08,3472.33
Tatro_011079-T1,17,28,19,127,15.5,25,29.5,39,23
Tatro_011080-T1,51,78.5,52.5,687.5,132.5,84.5,209,162,91.5
Tatro_011081-T1,149.5,147,140.5,1711,148,158,349.5,298.5,117.5
Tatro_011082-T1,231,191.5,212.33,1892.25,217.83,200.5,346,334.5,158
Tatro_011083-T1,394,344.5,375.83,2945.33,306.5,295.5,575.5,547.5,255.5
Tatro_011084-T1,2207.25,2077.25,2200.67,28470.67,2268.83,2491.42,5057.08,4565.67,1781.83
Tatro_011085-T1,5,4,4.5,62,7.5,2,19.5,15,4
Tatro_011086-T1,72.5,100,35.83,690.5,56,87.5,113,111.5,53
Tatro_011087-T1,11.5,20,14,219,18.5,24,14,19,6.5
Tatro_011088-T1,669,810.5,324.83,15964.08,1718.5,1892.5,1672.08,1472.5,662.5
Tatro_011089-T1,577.25,475.42,645.67,4741.42,473,488.17,864,862,441
Tatro_011090-T1,1331.5,1209.67,1231.58,12351.25,1039.83,1000,1312.67,1181.17,650
Tatro_011091-T1,2,0,1,6,0,0,0,2,0
Tatro_011092-T1,2211.83,1886.83,2077,19922.5,1528.67,1713,3871.17,3458.17,1651
Tatro_011093-T1,97,105,140,673,84,110,224.5,186,93.5
Tatro_011094-T1,1016,897.33,1012.83,8034.75,717,780.5,1527.83,1287.83,588.5
Tatro_011095-T1,3694.83,3234.17,3354.83,38806.82,2829.12,2975.5,5787.17,5028,2504.83
Tatro_011096-T1,2666.5,2612,2610.83,23322.17,2362.25,2363,3606.5,3264.33,1600.5
Tatro_011098-T1,29,39,34.5,449,54,38,1673,1551.17,806.5
Tatro_011100-T1,382.5,358.5,339,1633.33,247.83,226.67,449,403.5,191.5
Tatro_011101-T1,2086.5,1952.83,2273.25,15021.66,1565.08,1783.25,3659.5,3732.33,1867.58
Tatro_011102-T1,348.17,338.5,397,2129.87,272,276,546,509.5,236
Tatro_011103-T1,477,383.83,452.5,3372.08,351.5,393.5,611.83,565,236
Tatro_011104-T1,642.33,544.83,622.33,6731.08,550.17,612.5,1321.83,1246.5,564.5
Tatro_011105-T1,6783.9,5917.33,6009.12,33714.67,3348.5,3783.5,8182.67,7764.5,4199.25
Tatro_011106-T1,9268.67,10236.92,11356.33,47366.41,6623.67,7230.17,11266.17,10021.03,5393.42
Tatro_011107-T1,624.75,667.5,595,6849.96,700,736.5,1242,1113.75,492
Tatro_011108-T1,1120.83,1055.17,1126.33,11293.92,1040.5,1117.17,2487.33,2353.83,1081.5
Tatro_011109-T1,2211.5,2301.92,2049.33,14777.17,1834.5,2108.58,4043.75,3659.42,2082.83
Tatro_011110-T1,948,890.42,743.58,5965.92,646.5,692.25,1151,989,487.5
Tatro_011111-T1,293,334.83,296.67,4543.33,430,473.83,867.58,780,421
Tatro_011112-T1,305,256.5,246.5,3093.5,262.83,282,564.5,520.5,246.5
Tatro_011113-T1,16154.5,12739.08,18739.62,90765.57,9514.08,9889.67,17107,16210,8430.83
Tatro_011114-T1,375.5,351.92,316.33,4487.33,398,424,709.58,673.33,326
Tatro_011115-T1,4630.5,4895.25,6533.33,36659.87,4144.67,4459.75,7070.17,6802.58,3877.83
Tatro_011116-T1,12032.67,15954.08,22319.25,48296.95,10208.5,10849.25,13090.58,11878.75,8086.7
Tatro_011117-T1,937.33,1072.33,1087.33,8645.17,938.5,1006,1667.33,1550,793.5
Tatro_011118-T1,14945.53,13031.67,19537.21,45859.16,4461.08,4552.78,4294.25,3875.5,1753.67
Tatro_011119-T1,1381.5,1019.83,1207.5,11648.28,996.5,1023,2622.17,2402.25,1157.33
Tatro_011120-T1,3.5,5,0,47.5,3,5,18,11,6
